	roi	task	n_boot	func	loc	loc_deg	kappa1	scale1	kappa2	scale2	maxr	minr	amp	fwhm	nearest_dist_bin	roi_labels
5	6.0	ltm	4	diff_vonmises	-0.2298393531379232	-13.168824900819915	0.4939611213323061	109.69039459196648	0.4787574720722082	110.38676650472604	0.1419571127553709	-0.2552251791156958	0.3971822918710668	123.3030565502933	far	IPS0
6	7.0	ltm	4	diff_vonmises	0.2667197949738728	15.28191856459754	0.9423328615252812	69.42590303593522	0.9177979072239234	70.28586030345193	0.0434408143205438	-0.2072321623531818	0.2506729766737257	85.04511255166906	far	LO1
0	1.0	ltm	5	diff_vonmises	0.0713972510802525	4.090761155734329	1.2133930244189468	0.6758778793846323	1.6316059675467911e-26	2.088491762833702	-0.074473388425325	-0.3096141283306332	0.2351407399053082	120.1562331451592	far	V1
1	2.0	ltm	5	diff_vonmises	-0.0338399324316862	-1.9388853073435008	1.7520488956201568	0.8540872737614227	2.146653787845525e-14	1.8978648906129365	0.10453760303964	-0.289826744097337	0.3943643471369771	103.17908967569866	far	V2
2	3.0	ltm	5	diff_vonmises	-0.0193687938020127	-1.1097501391144775	0.8565469280078709	149.31634944001146	0.8399604039697328	149.9632725398986	0.2712338937411616	-0.2504072414918941	0.5216411352330557	96.10372709436032	far	V3
3	4.0	ltm	5	diff_vonmises	-0.2050572477535975	-11.748914854849618	4.453940747236882	0.5617799957021391	2.236338087443188e-34	2.0238242950033	0.1357397425496523	-0.322039680926631	0.4577794234762833	64.7874661639305	far	V4
4	5.0	ltm	5	diff_vonmises	-0.1274501381078711	-7.302355011940473	1.1942989139133195	0.9109422358088904	1.0131161151831348e-20	1.3687671130715704	0.1265604475242114	-0.1862428616693842	0.3128033091935956	120.82004712294584	far	V3ab
5	6.0	ltm	5	diff_vonmises	-0.4311608182122127	-24.70369517496711	0.8872424936046369	1.2020790017841263	3.2511566326990615e-14	1.8891460525799435	0.0843451717811699	-0.2353785888944744	0.3197237606756444	131.71298906126583	far	IPS0
6	7.0	ltm	5	diff_vonmises	0.2702402985606925	15.483628561882975	1.6597995604786109	156.27056365747407	1.6446755101539483	156.85911446563415	0.130336269070483	-0.1986529979425739	0.328989267013057	65.89685391531762	far	LO1
0	1.0	ltm	6	diff_vonmises	0.1786078357914027	10.233475178813023	0.498867044136941	108.12245059246098	0.4834778002757697	110.28537812712028	-0.2164497518619548	-0.399342095755653	0.1828923438936982	102.16769671928066	far	V1
